track_id,frame_index,length,centroid_x,centroid_y
0,0,181.0,39.430939226519335,69.0
0,1,142.0,38.53521126760563,83.21830985915493
0,2,157.0,38.77070063694268,78.62420382165605
0,3,163.0,38.79754601226994,81.17791411042944
0,4,149.0,38.58389261744966,81.61744966442953
0,5,145.0,38.765517241379314,79.27586206896552
0,6,157.0,38.35031847133758,78.64331210191082
0,7,163.0,38.42331288343559,74.75460122699387
0,8,162.0,38.858024691358025,77.72222222222223
0,9,162.0,39.20987654320987,75.65432098765432
0,10,160.0,39.625,73.35625
0,11,145.0,39.4,77.90344827586208
0,12,174.0,39.90229885057471,70.63793103448276
0,13,172.0,39.7906976744186,71.81976744186046
0,14,179.0,39.92178770949721,70.76536312849161
0,15,192.0,39.63541666666666,72.01041666666667
0,16,166.0,39.43975903614458,75.75301204819277
0,17,183.0,39.63934426229508,70.53005464480874
0,18,187.0,39.973262032085564,68.34224598930481
0,19,165.0,39.52121212121212,75.61818181818182
0,20,150.0,40.43333333333333,72.07333333333334
0,21,175.0,39.92,70.22285714285714
0,22,151.0,39.58278145695364,71.33112582781457
0,23,145.0,39.95172413793104,68.34482758620689
0,24,157.0,39.745222929936304,70.12101910828025
0,25,167.0,39.449101796407184,66.91017964071857
0,26,152.0,39.13157894736842,72.91447368421052
0,27,146.0,38.84931506849315,75.36986301369863
0,28,142.0,40.45774647887324,69.94366197183099
0,29,181.0,39.49723756906077,79.65193370165746
0,30,162.0,39.69753086419753,75.82716049382717
0,31,156.0,39.91025641025641,74.62179487179488
0,32,170.0,39.97058823529412,68.24117647058823
0,33,182.0,40.07142857142857,72.41758241758242
0,34,166.0,41.40963855421687,68.57831325301204
0,35,168.0,41.160714285714285,68.5952380952381
0,36,164.0,41.04878048780488,70.46951219512195
0,37,154.0,41.08441558441559,67.75324675324676
0,38,167.0,40.616766467065865,66.83233532934132
0,39,163.0,39.04294478527607,69.91411042944786
0,40,178.0,39.235955056179776,68.9438202247191
0,41,185.0,39.09189189189189,68.55135135135136
0,42,161.0,39.05590062111801,68.74534161490683
0,43,179.0,39.20670391061452,66.26815642458101
0,44,199.0,38.8391959798995,70.47236180904522
0,45,160.0,38.64375,74.175
0,46,151.0,38.64238410596027,74.25165562913908
0,47,181.0,38.87845303867403,72.33701657458563
0,48,181.0,38.77900552486188,71.22651933701657
1,0,62.0,282.33870967741933,125.5
1,1,87.0,280.1609195402299,136.0
1,2,68.0,280.4264705882353,134.52941176470588
1,3,89.0,280.2696629213483,135.0561797752809
1,4,87.0,279.81609195402297,136.0
1,5,86.0,279.9651162790698,135.5
2,0,53.0,297.0188679245283,121.0
2,1,54.0,297.2962962962963,122.5
2,2,54.0,297.1666666666667,120.5
2,3,53.0,297.1698113207547,115.0
2,4,55.0,297.2909090909091,113.0
2,5,83.0,297.578313253012,109.87951807228916
2,6,74.0,298.1621621621622,101.7837837837838
3,0,29.0,47.3448275862069,145.48275862068965
4,0,36.0,178.0,185.47222222222223
4,1,35.0,178.05714285714285,185.0
4,2,67.0,177.82089552238807,181.73134328358208
4,3,43.0,178.1860465116279,183.4883720930233
4,4,34.0,177.73529411764707,183.5
4,5,34.0,179.1764705882353,183.5
4,6,37.0,177.35135135135135,182.86486486486487
4,7,43.0,178.02325581395348,182.0
4,8,35.0,177.5142857142857,183.68571428571428
4,9,32.0,178.09375,180.59375
5,0,89.0,88.12359550561797,236.0
5,1,116.0,88.12068965517241,235.2844827586207
6,0,57.0,92.63157894736842,304.0
6,1,57.0,93.40350877192982,306.0
6,2,58.0,92.8103448275862,304.5
6,3,62.0,92.41935483870968,303.5
6,4,58.0,92.48275862068964,303.5
6,5,59.0,92.66101694915254,303.0
6,6,65.0,93.53846153846152,307.0
6,7,59.0,93.20338983050848,305.0
6,8,55.0,91.6,302.0
6,9,55.0,93.96363636363635,306.0
6,10,81.0,94.44444444444444,306.1604938271605
6,11,63.0,92.55555555555556,306.0
6,12,65.0,92.49230769230768,306.0
6,13,54.0,92.14814814814817,303.5
6,14,58.0,92.93103448275862,303.5
6,15,73.0,94.76712328767124,312.0
6,16,74.0,94.79729729729728,311.5
6,17,60.0,90.81666666666666,299.35
6,18,55.0,91.27272727272728,302.0
6,19,60.0,92.86666666666666,305.5
6,20,52.0,91.6153846153846,301.4807692307692
6,21,54.0,91.27777777777776,301.5
6,22,53.0,91.58490566037736,302.0
6,23,52.0,92.75,304.5
6,24,58.0,92.96551724137932,305.5
6,25,61.0,93.90163934426228,308.0
6,26,56.0,91.53571428571428,301.5
6,27,54.0,91.6851851851852,301.5
6,28,86.0,96.94186046511628,317.24418604651163
6,29,54.0,93.14814814814817,305.5
6,30,54.0,91.8148148148148,301.5
6,31,56.0,92.67857142857144,303.5
6,32,54.0,92.16666666666669,302.5
6,33,52.0,92.0576923076923,301.5
6,34,56.0,92.76785714285714,303.5
6,35,62.0,92.58064516129032,302.7096774193548
6,36,56.0,91.69642857142856,301.5
6,37,56.0,91.03571428571428,300.5
6,38,60.0,91.48333333333332,301.5
6,39,59.0,92.54237288135592,304.0
6,40,67.0,94.29850746268656,308.8955223880597
6,41,54.0,91.51851851851852,301.5
6,42,56.0,91.14285714285714,300.5
6,43,61.0,92.81967213114754,304.7049180327869
6,44,56.0,92.75,304.5
6,45,52.0,91.76923076923076,301.5
6,46,54.0,91.4074074074074,300.5
6,47,57.0,92.91228070175438,305.0
6,48,57.0,91.36842105263158,301.0
7,0,112.0,52.375,360.5
7,1,110.0,52.8,360.5
7,2,113.0,52.575221238938056,360.0
7,3,111.0,53.18918918918919,361.0
7,4,107.0,52.21495327102804,359.0
7,5,114.0,52.85964912280702,360.4736842105263
7,6,125.0,50.376,354.536
7,7,113.0,51.823008849557525,359.0
7,8,113.0,52.389380530973455,359.0
7,9,112.0,52.98214285714285,359.5
7,10,124.0,51.21774193548387,355.491935483871
7,11,110.0,51.9,357.5
7,12,115.0,52.97391304347826,359.97391304347826
8,2,31.0,98.61290322580643,208.03225806451613
9,2,51.0,78.84313725490196,259.0
10,3,107.0,88.6822429906542,232.58878504672896
10,4,99.0,88.68686868686869,232.68686868686868
10,5,91.0,86.84615384615384,237.35164835164835
10,6,106.0,86.83962264150944,239.2830188679245
11,3,32.0,50.34375,142.375
11,4,27.0,44.888888888888886,146.7037037037037
12,6,42.0,283.7142857142857,113.5
12,7,49.0,297.2244897959184,115.95918367346938
12,8,48.0,297.25,115.5
12,9,50.0,297.64,115.5
12,10,51.0,297.4117647058824,116.0
12,11,51.0,297.4313725490196,117.01960784313724
12,12,51.0,297.37254901960785,117.0
12,13,47.0,297.7234042553192,116.0
12,14,52.0,297.1730769230769,115.5
12,15,47.0,297.4468085106383,115.0
12,16,51.0,297.3137254901961,116.98039215686276
12,17,53.0,297.188679245283,115.0
12,18,51.0,297.1372549019608,115.0
12,19,51.0,296.94117647058823,114.0
12,20,51.0,297.4313725490196,115.0
12,21,51.0,297.37254901960785,116.0
12,22,49.0,297.2244897959184,116.0
12,23,52.0,297.09615384615387,116.5
12,24,50.0,297.52,114.5
12,25,49.0,297.6326530612245,116.0
12,26,48.0,297.4166666666667,113.52083333333331
12,27,56.0,297.1428571428572,119.5
12,28,55.0,297.6,118.0
12,29,52.0,297.4423076923077,115.48076923076924
12,30,46.0,297.30434782608694,114.5
12,31,49.0,297.18367346938777,115.0
12,32,53.0,297.62264150943395,115.0
12,33,44.0,297.65909090909093,110.5
12,34,39.0,297.79487179487177,114.02564102564102
12,35,48.0,297.5625,114.5
12,36,53.0,297.0377358490566,117.0
12,37,52.0,297.1923076923077,116.5
12,38,50.0,297.24,114.5
12,39,51.0,296.9803921568628,115.0
12,40,49.0,296.9795918367347,115.0
12,41,52.0,297.1730769230769,114.5
12,42,43.0,297.0,118.0
