track_id,frame_index,length,centroid_x,centroid_y
12,43,46.0,296.80434782608694,118.5
12,44,48.0,296.8541666666667,116.5
12,45,48.0,296.8125,116.5
12,46,53.0,296.8490566037736,117.0
12,47,45.0,296.64444444444445,119.0
12,48,52.0,297.0,116.07692307692308
13,6,25.0,45.36,145.64
13,7,29.0,43.206896551724135,146.68965517241378
13,8,30.0,41.93333333333333,147.86666666666667
14,6,45.0,231.13333333333333,385.55555555555554
15,7,39.0,328.0,404.97435897435895
15,8,39.0,328.0,404.97435897435895
16,7,42.0,97.73809523809524,209.78571428571428
17,7,48.0,78.0625,259.5
18,7,73.0,281.52054794520546,127.32876712328768
19,8,96.0,87.21875,235.70833333333331
19,9,81.0,88.0246913580247,234.98765432098764
20,9,62.0,282.35483870967744,124.5
20,10,92.0,280.4891304347826,133.5
20,11,41.0,283.8536585365854,115.0
20,12,64.0,282.546875,122.5
20,13,49.0,283.8775510204082,114.0
21,10,40.0,80.35,253.5
22,10,35.0,96.74285714285716,211.0
23,10,46.0,37.10869565217392,150.34782608695653
23,11,29.0,42.62068965517241,146.75862068965515
24,11,39.0,328.0,404.97435897435895
25,11,81.0,89.71604938271605,231.0
26,11,37.0,177.56756756756758,182.67567567567568
27,12,39.0,79.51282051282051,255.51282051282053
28,13,77.0,45.24675324675325,341.0
29,13,89.0,89.03370786516854,235.96629213483143
29,14,81.0,90.5925925925926,232.0
29,15,81.0,90.90123456790124,230.59259259259255
29,16,81.0,89.67901234567901,233.87654320987653
29,17,60.0,93.58333333333331,225.5
29,18,99.0,87.98989898989899,239.08080808080808
29,19,88.0,89.81818181818181,235.89772727272728
29,20,107.0,87.39252336448598,239.93457943925236
29,21,78.0,90.76923076923076,233.5
29,22,82.0,91.47560975609755,231.3048780487805
29,23,75.0,91.68,231.54666666666665
30,13,35.0,178.6,181.0
30,14,39.0,178.76923076923077,179.56410256410257
30,15,47.0,175.95744680851064,177.89361702127658
31,14,114.0,53.07017543859649,360.49122807017545
31,15,108.0,51.36111111111112,356.5
31,16,116.0,52.741379310344826,359.4913793103448
31,17,137.0,48.45985401459854,348.2700729927007
31,18,113.0,52.584070796460175,359.0
31,19,98.0,48.775510204081634,350.5
31,20,114.0,52.1140350877193,357.5
31,21,117.0,52.83760683760684,359.54700854700855
31,22,114.0,52.70175438596491,358.5
31,23,110.0,51.83636363636364,356.5
31,24,108.0,51.52777777777778,355.5
31,25,113.0,52.7787610619469,360.9911504424779
31,26,109.0,52.84403669724771,361.0
31,27,101.0,52.05940594059406,359.0
31,28,103.0,51.40776699029127,359.0
31,29,111.0,52.67567567567568,361.990990990991
31,30,110.0,53.17272727272727,360.5090909090909
31,31,111.0,54.3963963963964,357.0
31,32,118.0,55.30508474576271,355.5
31,33,116.0,54.26724137931034,351.5
31,34,160.0,53.575,342.175
31,35,128.0,54.4765625,350.3359375
31,36,139.0,54.69784172661871,352.45323741007195
31,37,133.0,54.51127819548872,352.98496240601503
31,38,133.0,54.50375939849624,354.4661654135338
31,39,124.0,54.45967741935484,354.1209677419355
31,40,135.0,54.72592592592593,355.05925925925925
31,41,110.0,54.61818181818182,354.5
31,42,119.0,54.1764705882353,353.1344537815126
31,43,125.0,54.888,354.992
31,44,119.0,55.31932773109244,356.0
31,45,113.0,54.49557522123894,354.0265486725664
31,46,125.0,54.328,353.176
31,47,112.0,54.598214285714285,353.54464285714283
31,48,117.0,55.36752136752137,357.0
32,14,91.0,280.1428571428572,134.0
33,16,35.0,43.94285714285714,146.34285714285716
34,17,72.0,281.3333333333333,128.5
34,18,78.0,280.8076923076923,138.5
34,19,44.0,284.22727272727275,128.5
35,17,27.0,177.59259259259258,180.0
36,19,39.0,178.30769230769232,179.0
36,20,38.0,180.6315789473684,179.5
36,21,32.0,178.34375,179.5
36,22,39.0,177.92307692307693,177.0
36,23,39.0,178.5897435897436,177.0
36,24,44.0,178.36363636363637,180.29545454545453
36,25,43.0,178.67441860465115,178.93023255813952
36,26,59.0,176.76271186440678,181.3050847457627
36,27,66.0,176.66666666666666,182.6515151515152
36,28,54.0,175.59259259259258,189.16666666666663
37,20,54.0,231.74074074074076,384.5
38,20,29.0,42.27586206896552,146.68965517241378
38,21,30.0,43.266666666666666,146.3
39,20,48.0,276.375,157.5625
40,23,57.0,277.0175438596491,151.0
40,24,43.0,279.06976744186045,143.97674418604652
40,25,67.0,281.1044776119403,130.98507462686567
40,26,57.0,279.49122807017545,140.0
40,27,66.0,278.6363636363636,143.5
40,28,58.0,279.2931034482759,139.5
41,24,25.0,42.2,146.24
42,24,43.0,100.13953488372093,212.4186046511628
42,25,42.0,100.38095238095238,212.5
43,26,117.0,87.17948717948718,241.17094017094016
43,27,61.0,85.22950819672131,245.0
44,28,65.0,94.63076923076925,225.0
44,29,69.0,87.69565217391305,240.0
45,30,71.0,97.28169014084509,219.0
45,31,61.0,95.37704918032787,224.0
45,32,51.0,99.09803921568628,213.49019607843135
46,30,42.0,283.3809523809524,121.5
46,31,51.0,280.05882352941177,137.0
47,31,46.0,178.41304347826087,176.5
48,31,27.0,44.0,144.92592592592592
48,32,35.0,45.42857142857143,144.4857142857143
48,33,32.0,44.9375,144.8125
49,33,67.0,86.82089552238806,242.43283582089552
49,34,41.0,80.70731707317073,256.3658536585366
50,33,72.0,277.9166666666667,147.5
51,33,33.0,178.12121212121212,180.0
51,34,39.0,177.5897435897436,181.0
52,35,52.0,91.96153846153848,230.09615384615384
53,35,83.0,279.12048192771084,141.0
53,36,58.0,282.0,129.5
53,37,73.0,279.2602739726028,139.0
54,35,25.0,48.88,143.2
54,36,26.0,48.38461538461539,143.19230769230768
54,37,46.0,44.41304347826087,144.32608695652175
55,36,73.0,77.65753424657534,249.42465753424656
55,37,69.0,87.66666666666667,240.0
55,38,59.0,75.50847457627118,252.135593220339
56,36,56.0,178.19642857142858,175.35714285714286
57,38,45.0,273.4888888888889,163.9777777777778
58,38,48.0,177.89583333333334,175.5
59,39,94.0,92.19148936170212,229.04255319148936
59,40,86.0,90.69767441860463,232.13953488372093
59,41,112.0,84.16964285714286,237.9821428571429
59,42,54.0,92.1851851851852,228.38888888888889
59,43,41.0,99.65853658536584,213.0
60,39,65.0,280.81538461538463,133.76923076923077
60,40,61.0,277.8360655737705,144.98360655737704
60,41,59.0,280.06779661016947,135.0
60,42,42.0,283.1428571428572,123.5
60,43,61.0,280.9836065573771,131.9344262295082
60,44,69.0,279.8840579710145,137.0
61,39,35.0,49.2,142.25714285714287
61,40,33.0,50.57575757575758,141.54545454545453
61,41,29.0,49.10344827586207,142.0344827586207
61,42,36.0,46.55555555555556,142.19444444444446
62,43,37.0,229.6216216216216,384.02702702702703
63,44,49.0,79.04081632653062,257.4897959183673
64,44,34.0,177.08823529411765,180.5
64,45,53.0,177.8679245283019,175.62264150943398
65,45,33.0,41.36363636363637,144.9090909090909
65,46,26.0,44.5,143.34615384615384
65,47,30.0,42.9,144.8
65,48,38.0,47.10526315789474,142.39473684210526
66,46,44.0,230.04545454545453,383.45454545454544
67,46,40.0,27.85,271.5
67,47,39.0,27.82051282051282,271.0
67,48,40.0,26.875,268.625
68,47,98.0,79.85714285714286,252.8877551020408
68,48,58.0,84.63793103448276,244.5
69,47,46.0,282.0869565217391,125.5
69,48,33.0,282.3636363636364,132.0
70,48,43.0,177.6046511627907,176.0
